Make,Model,Vehicle Type
NISSAN,240SX,PASSENGER CAR
NISSAN,350Z,PASSENGER CAR
NISSAN,370Z,PASSENGER CAR
NISSAN,ALTIMA,PASSENGER CAR
NISSAN,ARMADA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,FRONTIER,TRUCK
NISSAN,JUKE,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,MAXIMA,PASSENGER CAR
NISSAN,MURANO,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,NV,BUS
NISSAN,NV,TRUCK
NISSAN,PATHFINDER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,PICKUP,TRUCK
NISSAN,QUEST,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,ROGUE,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SAAB,900,PASSENGER CAR
NISSAN,ROGUE SPORT,PASSENGER CAR
NISSAN,SENTRA,PASSENGER CAR
NISSAN,TITAN,TRUCK
NISSAN,VERSA NOTE,PASSENGER CAR
NISSAN,XTERRA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
OLDSMOBILE,ALERO,PASSENGER CAR
OLDSMOBILE,BRAVADA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
OLDSMOBILE,EIGHTY EIGHT (88),PASSENGER CAR
OLDSMOBILE,INTRIGUE,PASSENGER CAR
PIAGGIO AND VESPA,BV,MOTORCYCLE
PLYMOUTH,BREEZE,PASSENGER CAR
PLYMOUTH,GRAND VOYAGER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PLYMOUTH,NEON,PASSENGER CAR
PLYMOUTH,VOYAGER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PONTIAC,AZTEK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PONTIAC,BONNEVILLE,PASSENGER CAR
PONTIAC,FIREBIRD,PASSENGER CAR
PONTIAC,G6,PASSENGER CAR
PONTIAC,GRAND AM,PASSENGER CAR
PONTIAC,GRAND PRIX,PASSENGER CAR
PONTIAC,GTO,PASSENGER CAR
PONTIAC,MONTANA/ SV6,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PONTIAC,SUNFIRE,PASSENGER CAR
PONTIAC,TORRENT,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PONTIAC,VIBE,PASSENGER CAR
PORSCHE,718 BOXSTER,PASSENGER CAR
PORSCHE,718 CAYMAN,PASSENGER CAR
PORSCHE,911,PASSENGER CAR
PORSCHE,BOXSTER,PASSENGER CAR
PORSCHE,CAYENNE,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PORSCHE,MACAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
RAM,1500,TRUCK
RAM,2500,TRUCK
RAM,3500,TRUCK
RAM,PROMASTER 3500,TRUCK
SAAB,9-2X,PASSENGER CAR
SAAB,9-3,PASSENGER CAR
SAAB,9-5,PASSENGER CAR
SATURN,AURA,PASSENGER CAR
SATURN,ION,PASSENGER CAR
SATURN,L300,PASSENGER CAR
SATURN,LS1,PASSENGER CAR
SATURN,SC2,PASSENGER CAR
SATURN,SL,PASSENGER CAR
SATURN,SL1,PASSENGER CAR
SATURN,SL2,PASSENGER CAR
SATURN,SW2,PASSENGER CAR
SATURN,VUE,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SMART,FORTWO,PASSENGER CAR
SPRINTER (DODGE OR FREIGHTLINER),SPRINTER,TRUCK
SUBARU,ASCENT,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUBARU,B9 TRIBECA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUBARU,BAJA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUBARU,BRZ,PASSENGER CAR
SUBARU,CROSSTREK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUBARU,FORESTER,PASSENGER CAR
SUBARU,FORESTER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUBARU,IMPREZA,PASSENGER CAR
SUBARU,LEGACY,PASSENGER CAR
SUBARU,OUTBACK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MAZDA,MAZDA5,PASSENGER CAR
SUBARU,SVX,PASSENGER CAR
SUBARU,WRX,PASSENGER CAR
SUBARU,XV CROSSTREK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,DR-Z400SML,MOTORCYCLE
SUZUKI,ESTEEM,PASSENGER CAR
SUZUKI,FORENZA,PASSENGER CAR
SUZUKI,GRAND VITARA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,GRAND VITARA XL-7,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,GSX750F,MOTORCYCLE
SUZUKI,GZ250,MOTORCYCLE
SUZUKI,RENO,PASSENGER CAR
SUZUKI,SAMURAI,TRUCK
SUZUKI,SIDEKICK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,SIDEKICK SPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,SX4,PASSENGER CAR
SUZUKI,VITARA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,VL800,MOTORCYCLE
SUZUKI,XL7,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SYM,BASE,MOTORCYCLE
TESLA,MODEL S,PASSENGER CAR
TESLA,MODEL X,PASSENGER CAR
TOYOTA,4-RUNNER,TRUCK
TOYOTA,4-RUNNER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,AVALON,PASSENGER CAR
TOYOTA,CAMRY,PASSENGER CAR
TOYOTA,CAMRY SOLARA,PASSENGER CAR
TOYOTA,CELICA,PASSENGER CAR
TOYOTA,C-HR,PASSENGER CAR
TOYOTA,COA4D,PASSENGER CAR
TOYOTA,COROLLA,PASSENGER CAR
TOYOTA,COROLLA MATRIX,PASSENGER CAR
TOYOTA,CRESSIDA,PASSENGER CAR
TOYOTA,ECHO,PASSENGER CAR
TOYOTA,FJ CRUISER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,HIGHLANDER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,LAND CRUISER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,PASEO,PASSENGER CAR
TOYOTA,PICK-UP,TRUCK
TOYOTA,PREVIA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,PRIUS,PASSENGER CAR
TOYOTA,PRIUS C,PASSENGER CAR
TOYOTA,PRIUS V,PASSENGER CAR
TOYOTA,RAV4,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,SCION XA,PASSENGER CAR
TOYOTA,SCION FR-S,PASSENGER CAR
TOYOTA,SCION IA,PASSENGER CAR
TOYOTA,SCION TC,PASSENGER CAR
TOYOTA,SCION XB,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,SCION XD,PASSENGER CAR
TOYOTA,SEQUOIA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,SIENNA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,T100,TRUCK
TOYOTA,TERCEL,PASSENGER CAR
TOYOTA,TUNDRA,TRUCK
TOYOTA,VAN,TRUCK
TOYOTA,VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,VENZA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TOYOTA,YARIS,PASSENGER CAR
TOYOTA,YARIS IA,PASSENGER CAR
TRIUMPH,BONNEVILLE,MOTORCYCLE
TRIUMPH,STREET TWIN,MOTORCYCLE
VICTORY,CROSS COUNTRY TOUR,MOTORCYCLE
VOLKSWAGEN,ARTEON 4MOTION,PASSENGER CAR
VOLKSWAGEN,ATLAS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLKSWAGEN,BEETLE,PASSENGER CAR
VOLKSWAGEN,CC,PASSENGER CAR
VOLKSWAGEN,E-GOLF,PASSENGER CAR
VOLKSWAGEN,EUROVAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLKSWAGEN,GOLF,PASSENGER CAR
VOLKSWAGEN,GOLF ALLTRACK,PASSENGER CAR
VOLKSWAGEN,GOLF GTI,PASSENGER CAR
VOLKSWAGEN,GOLF III,PASSENGER CAR
VOLKSWAGEN,GOLF R,PASSENGER CAR
VOLKSWAGEN,GOLF SPORTWAGEN,PASSENGER CAR
VOLKSWAGEN,GTI,PASSENGER CAR
VOLKSWAGEN,JETTA,PASSENGER CAR
VOLKSWAGEN,JETTA SPORTWAGEN,PASSENGER CAR
VOLKSWAGEN,JETTA WAGON,PASSENGER CAR
VOLKSWAGEN,PASSAT,PASSENGER CAR
VOLKSWAGEN,RABBIT,PASSENGER CAR
VOLKSWAGEN,ROUTAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLKSWAGEN,TIGUAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLKSWAGEN,TOUAREG,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLVO,740 SERIES,PASSENGER CAR
VOLVO,850 SERIES,PASSENGER CAR
VOLVO,940 SERIES,PASSENGER CAR
VOLVO,S40,PASSENGER CAR
VOLVO,S60,PASSENGER CAR
VOLVO,S70,PASSENGER CAR
VOLVO,S80,PASSENGER CAR
VOLVO,V70,PASSENGER CAR
VOLVO,XC40,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLVO,XC60,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLVO,XC70,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLVO,XC90,PASSENGER CAR
VOLVO,XC90,MULTIPURPOSE PASSENGER VEHICLE (MPV)
YAMAHA,TW200,MOTORCYCLE
YAMAHA,WR250,MOTORCYCLE
YAMAHA,WR250R/WR250RC,MOTORCYCLE
YAMAHA,XC125 VINO 125 / YJ125 (CANADA),MOTORCYCLE
YAMAHA,XT1200 / SUPER TENERE,MOTORCYCLE
YAMAHA,XVS1100 / V STAR 1100,MOTORCYCLE
YAMAHA,XVS650 (V STAR 650),MOTORCYCLE
YAMAHA,XVS950 BOLT,MOTORCYCLE
YONGFU,YN50QT-2 / YN125-2 / YN150T-2 / YN250T-2 / YN300-2 ETC.,MOTORCYCLE
ACURA,LEGEND,PASSENGER CAR
ALFA ROMEO,GIULIA (952),PASSENGER CAR
ALFA ROMEO,SPIDER,PASSENGER CAR
APRILIA,RSV4 R,MOTORCYCLE
AUDI,90,PASSENGER CAR
AUDI,A7,PASSENGER CAR
AUDI,RS3,PASSENGER CAR
AUDI,S6,PASSENGER CAR
AUDI,S7,PASSENGER CAR
BMW,228I,PASSENGER CAR
BMW,323IC,PASSENGER CAR
BMW,325IS,PASSENGER CAR
BMW,335IS,PASSENGER CAR
BMW,525I,PASSENGER CAR
BMW,530XI,PASSENGER CAR
BMW,740LI,PASSENGER CAR
BMW,750LXI,PASSENGER CAR
BMW,I3,PASSENGER CAR
BMW,M3CI,PASSENGER CAR
BMW,X6,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CADILLAC,CT6,PASSENGER CAR
CADILLAC,ESCALADE ESV,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEV,EXPRESS G1500,INCOMPLETE VEHICLE
CHEV,EXPRESS G3500,INCOMPLETE VEHICLE
CHEV,R3500,INCOMPLETE VEHICLE
CHEVROLET,CELEBRITY,PASSENGER CAR
CHEVROLET,LUMINA APV,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEVROLET,SUBURBAN,PASSENGER CAR
CHRY,TOWN & COUNTRY,INCOMPLETE VEHICLE
CHRYSLER,CONCORDE,PASSENGER CAR
CHRYSLER,PT CRUISER,PASSENGER CAR
DODG,RAMPU,INCOMPLETE VEHICLE
DODG,W3PU,INCOMPLETE VEHICLE
DODGE,CARAVAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
DODGE,DYNASTY,PASSENGER CAR
DUCATI,MULTISTRADA (MTS),MOTORCYCLE
FIAT,124 SPIDER,PASSENGER CAR
FIAT,500L,MULTIPURPOSE PASSENGER VEHICLE (MPV)
FORD,BRONCO,MULTIPURPOSE PASSENGER VEHICLE (MPV)
FORD,ECOSPORT,MULTIPURPOSE PASSENGER VEHICLE (MPV)
FORD,F-350 SD,INCOMPLETE VEHICLE
FORD,F550,INCOMPLETE VEHICLE
FORD,FIVE HUNDRED,PASSENGER CAR
GMC,C/K PICKUP,TRUCK
GMC,RALLY WAGON / VAN,INCOMPLETE VEHICLE
GMC,SAVANA,TRUCK
GMC,SIERRA,INCOMPLETE VEHICLE
GMC,SIERRA HD,TRUCK
HARLEY DAVIDSON,CVO ELECTRA GLIDE,MOTORCYCLE
HARLEY DAVIDSON,DYNA LOW RIDER 100TH ANNIVERSARY / DYNA LOW RIDER,MOTORCYCLE
HARLEY DAVIDSON,DYNA SUPER GLIDE,MOTORCYCLE
HARLEY DAVIDSON,FAT BOY LO,MOTORCYCLE
HARLEY DAVIDSON,FLFBS / FAT BOY 114,MOTORCYCLE
HARLEY DAVIDSON,FLH,MOTORCYCLE
HARLEY DAVIDSON,FLHTK / ULTRA LIMITED,MOTORCYCLE
HARLEY DAVIDSON,FLSTC103 / HERITAGE SOFTAIL CLASSIC,MOTORCYCLE
HARLEY DAVIDSON,FLTRK / ROAD GLIDE LIMITED,MOTORCYCLE
HARLEY DAVIDSON,FORTY-EIGHT,MOTORCYCLE
HARLEY DAVIDSON,FXBB / STREET BOB,MOTORCYCLE
HARLEY DAVIDSON,FXD,MOTORCYCLE
HARLEY DAVIDSON,FXDB / DYNA STREET BOB,MOTORCYCLE
HARLEY DAVIDSON,FXFBS / FAT BOB 114,MOTORCYCLE
HARLEY DAVIDSON,ROAD GLIDE CUSTOM 103,MOTORCYCLE
HARLEY DAVIDSON,SOFTAIL CUSTOM,MOTORCYCLE
HARLEY DAVIDSON,SOFTAIL SLIM 103,MOTORCYCLE
HIGHLAND,IMP4D,TRAILER
HONDA,CBR600,MOTORCYCLE
HONDA,CBX,MOTORCYCLE
HONDA,CRF250,MOTORCYCLE
HONDA,PCX150,MOTORCYCLE
HONDA,S2000,PASSENGER CAR
HONDA,SH150I,MOTORCYCLE
HONDA,VT700C (SHADOW),MOTORCYCLE
HONDA,VT750 (SHADOW PHANTOM),MOTORCYCLE
HUSQVARNA,HUSQVARNA,MOTORCYCLE
HYUNDAI,AZERA,PASSENGER CAR
HYUNDAI,XG 350,PASSENGER CAR
INFINITI,EX35,PASSENGER CAR
INFINITI,QX56,MULTIPURPOSE PASSENGER VEHICLE (MPV)
INFINITI,QX70,MULTIPURPOSE PASSENGER VEHICLE (MPV)
INFINITI,QX80,MULTIPURPOSE PASSENGER VEHICLE (MPV)
ISUZU,AMIGO,MULTIPURPOSE PASSENGER VEHICLE (MPV)
ISUZU,AXIOM,MULTIPURPOSE PASSENGER VEHICLE (MPV)
ISUZU,HOMBRE,TRUCK
ISUZU,RODEO,MULTIPURPOSE PASSENGER VEHICLE (MPV)
ISUZU,RODEO/AMIGO,MULTIPURPOSE PASSENGER VEHICLE (MPV)
JAGUAR,S-TYPE,PASSENGER CAR
JAGUAR,XE,PASSENGER CAR
KAWASAKI,CONCOURS 14,MOTORCYCLE
KAWASAKI,NINJA 400,MOTORCYCLE
KAWASAKI,NINJA 650,MOTORCYCLE
KAWASAKI,NINJA ZX-14,MOTORCYCLE
KAWASAKI,NINJA ZX-6R,MOTORCYCLE
KAWASAKI,VULCAN 500,MOTORCYCLE
KAWASAKI,VULCAN 900,MOTORCYCLE
KIA,AMANTI,PASSENGER CAR
KIA,CADENZA,PASSENGER CAR
KIA,RONDO,PASSENGER CAR
KTM,V-TWIN RC8 SUPER DUKE R,MOTORCYCLE
LAMBORGHINI,GALLARDO,PASSENGER CAR
LAMBORGHINI,URUS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
LAND ROVER,FREELANDER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
LINCOLN,AVIATOR,MULTIPURPOSE PASSENGER VEHICLE (MPV)
LINCOLN,MKC,MULTIPURPOSE PASSENGER VEHICLE (MPV)
LOTUS,ELISE,PASSENGER CAR
MERC,GRAND MARQUIS,INCOMPLETE VEHICLE
MERCEDES-BENZ,CL-CLASS,PASSENGER CAR
MERCEDES-BENZ,CLS-CLASS,PASSENGER CAR
MERCEDES-BENZ,GLK-CLASS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MERCEDES-BENZ,GLS-CLASS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MERCEDES-BENZ,SL-CLASS,PASSENGER CAR
MERCEDES-BENZ,SPRINTER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MINI,CLUBMAN,PASSENGER CAR
MINI,COOPER CONVERTIBLE,PASSENGER CAR
MITSUBISHI,ECLIPSE SPYDER,PASSENGER CAR
MOTO GUZZI,MGX-21,MOTORCYCLE
NISSAN,ROGUE SELECT,MULTIPURPOSE PASSENGER VEHICLE (MPV)
OLDSMOBILE,CIERA,PASSENGER CAR
OLDSMOBILE,CUTLASS,PASSENGER CAR
OLDSMOBILE,CUTLASS CIERA,PASSENGER CAR
PORSCHE,CAYMAN,PASSENGER CAR
RAM,PROMASTER 1500,TRUCK
RAM,PROMASTER CITY,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SATURN,L200,PASSENGER CAR
SATURN,OUTLOOK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SATURN,SC1,PASSENGER CAR
SATURN,SKY,PASSENGER CAR
SUBARU,GL,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUBARU,JUSTY,PASSENGER CAR
SUZUKI,EQUATOR,TRUCK
SUZUKI,GSX-S750ZL/GSX-S750L,MOTORCYCLE
SUZUKI,VL800/VL800C/VL800T,MOTORCYCLE
TESLA,ROADSTER,PASSENGER CAR
TOYOTA,PICKUP,PASSENGER CAR
TOYOTA,PRIUS PRIME,PASSENGER CAR
TOYOTA,SUPRA,PASSENGER CAR
VICTORY,KINGPIN,MOTORCYCLE
VOLKSWAGEN,EOS,PASSENGER CAR
VOLKSWAGEN,GLI,PASSENGER CAR
VOLKSWAGEN,PAS4D,PASSENGER CAR
VOLKSWAGEN,QUANTUM,PASSENGER CAR
VOLVO,240 SERIES,PASSENGER CAR
VOLVO,C70,PASSENGER CAR
VOLVO,V50,PASSENGER CAR
VOLVO,V60,PASSENGER CAR
YAMAHA,XV1900 RAIDER,MOTORCYCLE
ZNEN,ZNEN,MOTORCYCLE
BMW,318,PASSENGER CAR
BMW,328CI,PASSENGER CAR
BMW,525IA,PASSENGER CAR
BMW,740I,PASSENGER CAR
CHEVROLET,G-SERIES,PASSENGER CAR
CHEVROLET,G-SERIES,MULTIPURPOSE PASSENGER VEHICLE (MPV)
DATSUN,200SX,PASSENGER CAR
FORD,WINDSTAR,TRUCK
GMC,CUTAWAY VAN,INCOMPLETE VEHICLE
GMC,S15 PICKUP,TRUCK
HARLEY DAVIDSON,DYNA SUPER GLIDE T-SPORT,MOTORCYCLE
HARLEY DAVIDSON,HERITAGE SPRINGER,MOTORCYCLE
HARLEY DAVIDSON,ROAD KING,MOTORCYCLE
HONDA,CLARITY,PASSENGER CAR
HONDA,CMX250 (REBEL),MOTORCYCLE
HONDA,VT1100T (SHADOW ACE TOURER),MOTORCYCLE
INFINITI,I35,PASSENGER CAR
INTL,3000,INCOMPLETE VEHICLE
JAGUAR,XK,PASSENGER CAR
KTM,790 ADV,MOTORCYCLE
LINCOLN,MARK LT,TRUCK
LINCOLN,NAUTILUS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MAZDA,B2200,TRUCK
MAZDA,RX-8,PASSENGER CAR
MITSUBISHI,MONTERO,TRUCK
PIAGGIO AND VESPA,LIBERTY,MOTORCYCLE
PONTIAC,SOLSTICE,PASSENGER CAR
SUZUKI,VL1500,MOTORCYCLE
SUZUKI,VL1500 / VL1500T,MOTORCYCLE
VOLKSWAGEN,CABRIO,PASSENGER CAR
VOLVO,XC70,PASSENGER CAR
ACURA,NSX,PASSENGER CAR
APRILIA,DORSODURO 750,MOTORCYCLE
APRILIA,MANA 850,MOTORCYCLE
AUDI,S3,PASSENGER CAR
AUDI,S5,PASSENGER CAR
BLUE BIRD,ALL AMERICAN / ALL CANADA,BUS
BMW,318I,PASSENGER CAR
BMW,318TI,PASSENGER CAR
BMW,330CIC,PASSENGER CAR
BMW,440I,PASSENGER CAR
BMW,528XI,PASSENGER CAR
BMW,750I,PASSENGER CAR
BMW,F 650,MOTORCYCLE
BMW,K1,MOTORCYCLE
BMW,M240I,PASSENGER CAR
BMW,M6,PASSENGER CAR
BMW,X2,MULTIPURPOSE PASSENGER VEHICLE (MPV)
BUICK,ALLURE,PASSENGER CAR
CHEV,G20,INCOMPLETE VEHICLE
CHEV,G30,INCOMPLETE VEHICLE
CHEV,GMT-400,INCOMPLETE VEHICLE
CHEVROLET,HHR,TRUCK
CHRYSLER,FIFTH AVENUE,PASSENGER CAR
CHEVROLET,V CONVENTIONAL,TRUCK
CHRYSLER,NEW YORKER,PASSENGER CAR
DODG,VAN,INCOMPLETE VEHICLE
DODGE,DURANGO,TRUCK
DODGE,RAMCHARGER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
DUCATI,SUPERSPORT / SUPERSPORT S,MOTORCYCLE
FERRARI,308,PASSENGER CAR
FERRARI,355 BERLINETTA,PASSENGER CAR
FORD,BRONCO II,MULTIPURPOSE PASSENGER VEHICLE (MPV)
FORD,CROWN VICTORIA,INCOMPLETE VEHICLE
FORD,TRANSIT,INCOMPLETE VEHICLE
GENESIS,G80,PASSENGER CAR
GMC,R3500,INCOMPLETE VEHICLE
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,MOTORCYCLE
HARLEY DAVIDSON,FLHTPI / ELECTRA GLIDE STANDARD POLICE,MOTORCYCLE
HARLEY DAVIDSON,FLHX / STREET GLIDE,MOTORCYCLE
HARLEY DAVIDSON,FXLR / LOW RIDER,MOTORCYCLE
HONDA,CB650,MOTORCYCLE
HONDA,CB750 (NIGHTHAWK 750),MOTORCYCLE
ACURA,ZDX,MULTIPURPOSE PASSENGER VEHICLE (MPV)
AUDI,A8,PASSENGER CAR
AUDI,ALLROAD,PASSENGER CAR
AUDI,RS5,PASSENGER CAR
BMC MOTORCYCLE CO.,BMC MOTORCYCLE CO.,MOTORCYCLE
BMC MOTORCYCLE CO.,HOOLIGAN,MOTORCYCLE
BMW,1M,PASSENGER CAR
BMW,325/325E,PASSENGER CAR
BMW,325IC,PASSENGER CAR
BMW,325XIT,PASSENGER CAR
BMW,530IT,PASSENGER CAR
BMW,640I,PASSENGER CAR
BMW,650I / ALPINA B6,PASSENGER CAR
BMW,745I,PASSENGER CAR
BMW,745LI,PASSENGER CAR
BMW,750XI,PASSENGER CAR
BMW,F 650 GS,MOTORCYCLE
BMW,R 1200 RT,MOTORCYCLE
BMW,R 1250 GS,MOTORCYCLE
BMW,X7,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEV,3500,INCOMPLETE VEHICLE
CHEV,ASTRO,INCOMPLETE VEHICLE
CHEV,C30,INCOMPLETE VEHICLE
CHEV,COLORADO,INCOMPLETE VEHICLE
CHEV,UPLANDER,INCOMPLETE VEHICLE
CHEVROLET,BLAZER,PASSENGER CAR
CHEVROLET,EL CAMINO,TRUCK
CHEVROLET,MILITARY TRUCK,TRUCK
CHEVROLET,NOVA,PASSENGER CAR
DODGE,STEALTH,PASSENGER CAR
DUCATI,SUPERBIKE,MOTORCYCLE
FIAT,500X,MULTIPURPOSE PASSENGER VEHICLE (MPV)
FORD,E-150,MULTIPURPOSE PASSENGER VEHICLE (MPV)
FORD,F450 SERVICE TRK,INCOMPLETE VEHICLE
GMC,SAVANA,MULTIPURPOSE PASSENGER VEHICLE (MPV)
BMW,M3CIC,PASSENGER CAR
HARLEY DAVIDSON,CVO STREET GLIDE SPECIAL,MOTORCYCLE
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC 103,MOTORCYCLE
HARLEY DAVIDSON,FXDWG103 / WIDE GLIDE,MOTORCYCLE
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC 103,MOTORCYCLE
HARLEY DAVIDSON,ROAD GLIDE ULTRA,MOTORCYCLE
HARLEY DAVIDSON,SOFTAIL DELUXE,MOTORCYCLE
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,MOTORCYCLE
HARLEY DAVIDSON,SPORTSTER 883 LOW,MOTORCYCLE
HONDA,VTX1300R,MOTORCYCLE
HONDA,XL600R,MOTORCYCLE
HONDA,XR200R,MOTORCYCLE
HUSQVARNA,FOUR-STROKE,MOTORCYCLE
HYUNDAI,PALISADE,MULTIPURPOSE PASSENGER VEHICLE (MPV)
INDIAN MOTORCYCLE,CHIEF DARK HORSE,MOTORCYCLE
INFINITI,G20,PASSENGER CAR
INFINITI,I30,PASSENGER CAR
INFINITI,JX35,MULTIPURPOSE PASSENGER VEHICLE (MPV)
INFINITI,Q70L,PASSENGER CAR
ISU,NPR,INCOMPLETE VEHICLE
ISU,NQR,INCOMPLETE VEHICLE
ISUZU,CAB,INCOMPLETE VEHICLE
JAGUAR,VANDEN PLAS,PASSENGER CAR
JAGUAR,XJR,PASSENGER CAR
KAWASAKI,NINJA 250R,MOTORCYCLE
LEXUS,RC,PASSENGER CAR
LEXUS,UX,PASSENGER CAR
LINCOLN,NAVIGATOR L,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MERCEDES-BENZ,560,PASSENGER CAR
MERCURY,MONTEREY,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MERCURY,MYSTIQUE,PASSENGER CAR
MITSUBISHI,DIAMANTE,PASSENGER CAR
MITSUBISHI,ECLIPSE CROSS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,CUBE,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSAN,KICKS,PASSENGER CAR
OLDSMOBILE,CUSTOM CRUISER,PASSENGER CAR
OLDSMOBILE,CUTLASS SUPREME,PASSENGER CAR
PLYMOUTH,ACCLAIM,PASSENGER CAR
PONTIAC,G5,PASSENGER CAR
PORSCHE,PANAMERA,PASSENGER CAR
QIPAI,KP,MOTORCYCLE
RAM,5500,INCOMPLETE VEHICLE
SAAB,9-7X,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SATURN,LS2,PASSENGER CAR
SPRINTER (DODGE OR FREIGHTLINER),SPRINTER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SPYDER,RT,MOTORCYCLE
SUZUKI,DL650AAL/DL650AL,MOTORCYCLE
SUZUKI,DL650AL,MOTORCYCLE
SUZUKI,DR-Z400S,MOTORCYCLE
SUZUKI,GSF1200SK/GSF1200K,MOTORCYCLE
SUZUKI,GSX-R600,MOTORCYCLE
SUZUKI,GSX-R750L,MOTORCYCLE
SUZUKI,VZR1800,MOTORCYCLE
TOYOTA,CARGO VAN,TRUCK
TOYOTA,COROLLA IM,PASSENGER CAR
TOYOTA,MR2,PASSENGER CAR
TOYOTA,SCION IQ,PASSENGER CAR
TRIUMPH,AMERICA,MOTORCYCLE
TRIUMPH,SCRAMBLER,MOTORCYCLE
TRIUMPH,TIGER,MOTORCYCLE
VICTORY,CROSS COUNTRY,MOTORCYCLE
VICTORY,VISION,MOTORCYCLE
VOLKSWAGEN,VANAGON,MULTIPURPOSE PASSENGER VEHICLE (MPV)
VOLVO,C30,PASSENGER CAR
YAMAHA,FJR1300,MOTORCYCLE
YAMAHA,FZ07,MOTORCYCLE
YAMAHA,FZ8-N,MOTORCYCLE
YAMAHA,XV250 V STAR 250,MOTORCYCLE
YAMAHA,YW50 / ZUMA 50,MOTORCYCLE
